Sample no.,Latitude,Longitude,Elevation,id,Species,Date,Time,Note,% dieback,Seed,Seed_amount,,,,,,,,,,,,,,
MON0005,-37.1164019,149.3649127,,1,E. radiata,10/12/2019,1420,White Rock Ck road north - Outlands Rd at creek,NA,Yes,0.3,,,,,,,,,,,,,,
MON0004,-37.13573317,149.3556228,,2,E. dives,10/12/2019,1340,White Rock Ck picnic area,NA,Yes,0.5,,,,,,,,,,,,,,
MON0003,-37.14367994,149.4329959,,3,E. dives,10/12/2019,1142,Laings Rd sth of Nungatta juncition,NA,Yes,0.4,,,,,,,,,,,,,,
MON0002,-37.13042467,149.4340032,,4,E. dives,10/12/2019,1120,Imlay Rd 46 km from ?,NA,Yes,0.6,,,,,,,,,,,,,,
MON0001,-37.13285507,149.4232263,,5,E. viminalis,10/12/2019,1103,Imlay Rd 48km from ?,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0000,-37.13611692,149.3636495,,6,E. radiata,10/12/2019,1025,Imlay Rd 50.5 km from ?,NA,Yes,0.3,,,,,,,,,,,,,,
MON0006,-37.1364527,149.3226365,,7,E. elata,10/12/2019,1455,Imlay Road - creek gully near gravel pit 56km Coastal peppermint. V. long leaves,NA,Yes,0.5,,,,,,,,,,,,,,
MON0007,-37.1317084,149.3399581,,8,E. radiata,10/12/2019,1657,Cool Rd 1 km,NA,Yes,0.2,,,,,,,,,,,,,,
MON0008,-37.13648189,149.3181453,,9,E. viminalis,10/12/2019,1720,Bondi Creek Coopers Crossing,NA,Yes,0.2,,,,,,,,,,,,,,
MON0009,-36.96649425,149.2269262,,10,E. viminalis,10/12/2019,1805,Girrawheen - Monaro Highway,NA,Yes,0.2,,,,,,,,,,,,,,
MON0010,-36.87564312,149.3083402,,11,E. viminalis,11/12/2019,815,Bombala-Cathcart Rd,NA,Yes,0.5,,,,,,,,,,,,,,
MON0011,-36.86763819,149.3228058,,12,E. pauciflora,11/12/2019,835,Bombala-Cathcart Rd 2,NA,Yes,0.9,,,,,,,,,,,,,,
MON0012,-36.86760667,149.3228846,,13,E. viminalis,11/12/2019,840,Bombala-Cathcart Rd 2,NA,Yes,0.2,,,,,,,,,,,,,,
MON0013,-36.84215792,149.3759409,,14,E. viminalis,11/12/2019,900,Cathcart 1km west,NA,Yes,0.1,,,,,,,,,,,,,,
MON0014,-36.84280399,149.3792658,,15,E. pauciflora,11/12/2019,916,Cathcart near town,NA,Yes,0.6,,,,,,,,,,,,,,
MON0015,-36.84342564,149.4051546,,16,E. pauciflora,11/12/2019,930,5449 Mt Darragh Road,NA,Yes,0.5,,,,,,,,,,,,,,
MON0016,-36.83783295,149.4819625,,17,E. viminalis,11/12/2019,942,Mt Darragh Rd 1km east of Cathcart Trig Rd junction,NA,Yes,0.5,,,,,,,,,,,,,,
MON0017,-36.84260315,149.5004605,,18,E. dives,11/12/2019,1001,Mt Darragh Rd 2km east of CathcartTrig Rd junction,NA,Yes,0.1,,,,,,,,,,,,,,
MON0018,-36.84166519,149.5023632,,19,E. viminalis,11/12/2019,1015,Mt Darragh Rd just west of Rayners Rd junction,NA,Yes,0.3,,,,,,,,,,,,,,
MON0019,-36.84435426,149.5250065,,20,E. fastigata,11/12/2019,1100,Mt Darragh - east 1km,NA,Yes,0.5,,,,,,,,,,,,,,
MON0020,-36.83065222,149.4322046,,21,E. pauciflora,11/12/2019,1121,Tantawangalo Mountain Rd 1,NA,Yes,0.3,,,,,,,,,,,,,,
MON0021,-36.82312287,149.4357602,,22,E. viminalis,11/12/2019,1133,Tantawangalo Mountain Rd 2,NA,Yes,0.2,,,,,,,,,,,,,,
MON0022,-36.82159271,149.4364938,,23,E. stellulata,11/12/2019,1140,Horseys Swamp Creek,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0023,-36.80897199,149.4525558,,24,E. radiata,11/12/2019,1155,Tantawangalo Mountain Rd 3,NA,Yes,0.4,,,,,,,,,,,,,,
MON0024,-36.80160284,149.4649687,,25,E. radiata,11/12/2019,1215,Tantawangalo Mountain Road 4,NA,Yes,0.2,,,,,,,,,,,,,,
MON0025,-36.6037369,149.4373366,,26,E. pauciflora,11/12/2019,1507,Glenbog State Forest entrance - SM Highway,NA,Yes,0.2,,,,,,,,,,,,,,
MON0026,-36.6037369,149.4373785,,27,E. stellulata,11/12/2019,1510,Glenbog State Forest entrance - SM Highway,NA,Yes,0.5,,,,,,,,,,,,,,
MON0027,-36.60386267,149.4372527,,28,E. viminalis,11/12/2019,1515,Glenbog State Forest entrance - SM Highway,NA,Yes,0.2,,,,,,,,,,,,,,
MON0028,-36.59074181,149.3255502,,29,E. pauciflora,11/12/2019,1530,Smowy Mountains Highway - coords reading from phone wrong,NA,Yes,0.2,,,,,,,,,,,,,,
MON0029,-36.58341152,149.3177738,,30,E. viminalis,11/12/2019,1555,Steeple Flat Snowy Mountains Highway,NA,Yes,0.1,,,,,,,,,,,,,,
MON0030,-36.58637199,149.3198143,,31,E. pauciflora,11/12/2019,1602,Steeple Flat - Snowy Mountains Highway,NA,Yes,0.9,,,,,,,,,,,,,,
MON0031,-36.53093041,149.2881417,,32,E. viminalis,11/12/2019,1640,Williams Rest Area south 2km - Snowy Mountains Highway,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0032,,,,,,,,,,Yes,0.1,Add info from packet,,,,,,,,,,,,,
MON0033,,,,,,,,,,Yes,0.2,,,,,,,,,,,,,,
MON0034,-36.5237123,149.2457174,,33,E. viminalis,22/12/2019,1535,Springfield Road - Nimmitabel,NA,Yes,0.3,,,,,,,,,,,,,,
MON0035,-36.52388803,149.2458052,,34,E. pauciflora,22/12/2019,1545,Springfield Road - Nimmitabel,NA,Yes,0.3,,,,,,,,,,,,,,
MON0036,-36.51414898,149.2928079,,35,E. viminalis,22/12/2019,1635,Old Bega Road - Kybeyan - Nimmitabel,NA,Yes,0.1,,,,,,,,,,,,,,
MON0037,-36.51513723,149.3002154,,36,E. pauciflora,22/12/2019,1645,Old Bega Road - Kybeyan - Nimmitabel,NA,Yes,0.9,,,,,,,,,,,,,,
MON0038,-36.51555508,149.3054578,,37,E. stellulata,22/12/2019,1705,Old Bega Road - Kybeyan - Nimmitabel,NA,Yes,0.1,,,,,,,,,,,,,,
MON0039,-36.51111047,149.3320812,,38,E. rubida,22/12/2019,1719,Kybeyan Road - near Kydra,NA,Yes,0.3,,,,,,,,,,,,,,
MON0040,-36.508855,149.3354423,,39,E. stellulata,22/12/2019,1730,Kybeyan Road - near Kydra - 2,NA,Yes,0.1,,,,,,,,,,,,,,
MON0041,-36.50863387,149.3351106,,40,E. pauciflora,22/12/2019,1735,Kybeyan Road - near Kydra - 3,NA,Yes,0.5,,,,,,,,,,,,,,
MON0042,-36.48690283,149.3586715,,41,E. viminalis,22/12/2019,1757,Kybeyan Road - Winifred Hill,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0043,-36.46093766,149.3812618,,42,E. rubida,22/12/2019,1808,Kybeyan Road - Numeralla River,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0044,,,,,,,,,,Yes,0.5,Add info from packet,,,,,,,,,,,,,
MON0045,,,,,,,,,,Yes,0.2,,,,,,,,,,,,,,
MON0046,,,,,,,,,,Yes,0.1,,,,,,,,,,,,,,
MON0047,-36.35960924,149.4587987,,46,E. viminalis,23/12/2019,1010,Tuross Rd south of Kybeyan Creek,NA,Yes,0.2,,,,,,,,,,,,,,
MON0048,-36.35133169,149.4695565,,47,E. pauciflora,23/12/2019,1020,Dam on Tuross Road,NA,Yes,0.9,,,,,,,,,,,,,,
MON0049,-36.3387459,149.4864461,,48,E. radiata,23/12/2019,1040,Greens Rd - Tuross Rd junction,NA,Yes,0.2,,,,,,,,,,,,,,
MON0050,-36.30582269,149.5360606,,49,E. rubida,23/12/2019,1157,Wadbilliga National Park entrance,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0051,-36.30614629,149.5357594,,50,E. pauciflora,23/12/2019,1200,Wadbilliga Park entrance,NA,Yes,0.5,,,,,,,,,,,,,,
MON0052,-36.29478159,149.5450611,,51,E. radiata,23/12/2019,1226,Wadbilliga Road,NA,Yes,0.1,,,,,,,,,,,,,,
MON0053,-36.29302168,149.5489841,,52,E. stellulata,23/12/2019,1255,Wadbilliga Road - south of Bunberry Creek,NA,Yes,0.1,,,,,,,,,,,,,,
MON0054,-36.3068377,149.5252921,,53,E. viminalis,23/12/2019,1334,Wadbilliga Rd - farmland,NA,Yes,0.2,,,,,,,,,,,,,,
MON0055,-36.30683198,149.5211356,,54,E. pauciflora,23/12/2019,1345,Wadbilliga Rd - farmland,NA,Yes,0.3,,,,,,,,,,,,,,
MON0056,-36.29196812,149.4970919,,55,E. viminalis,23/12/2019,1400,1484 Tuross Rd - Carinya,NA,Yes,0.1,,,,,,,,,,,,,,
MON0057,-36.27170794,149.4900305,,56,E. radiata,23/12/2019,1440,Tuross Rd,NA,Yes,0.1,,,,,,,,,,,,,,
MON0058,-36.23391027,149.4534005,,57,E. stellulata,23/12/2019,1430,Jibolaro Creek - Tuross Rd,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0059,-36.21911724,149.4543158,,58,E. viminalis,23/12/2019,1445,Tuross Rd south of Warreen,NA,Yes,0.2,,,,,,,,,,,,,,
MON0060,-36.20772416,149.4577485,,59,E. pauciflora,23/12/2019,1450,North of Wareen Tuross Rd,NA,Yes,0.4,,,,,,,,,,,,,,
MON0061,-36.15892044,149.4752109,,60,E. viminalis,23/12/2019,1501,Badja Rd - just south of Rose View,NA,Yes,0.1,,,,,,,,,,,,,,
MON0062,-36.10660275,149.4939973,,61,E. pauciflora,23/12/2019,1520,Badja Rd - 'Badja Glen',NA,Yes,0.5,,,,,,,,,,,,,,
MON0063,-36.09097365,149.5128689,,62,E. stellulata,23/12/2019,1550,Peppers Creek - Badja Rd,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0064,-36.09096135,149.5129427,,63,E. pauciflora,23/12/2019,1600,Peppers Creek - Badja Rd,NA,Yes,0.2,,,,,,,,,,,,,,
MON0065,-36.09083838,149.5128566,,64,E. rubida,23/12/2019,1602,Peppers Creek - Badja Rd,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0066,-36.01739037,149.5326066,,65,E. radiata,23/12/2019,1645,Deua National Park,NA,Yes,0.3,,,,,,,,,,,,,,
MON0067,-36.01654402,149.5331212,,66,E. pauciflora,23/12/2019,1650,Deua National Park,NA,Yes,0.9,,,,,,,,,,,,,,
MON0068,-35.97565404,149.5603397,,67,E. dives,23/12/2019,1730,Gourock National Park,NA,Yes,0.2,,,,,,,,,,,,,,
MON0069,-35.94037877,149.5748492,,68,E. radiata,23/12/2019,1745,Jinden Ridge,NA,Yes,0.1,,,,,,,,,,,,,,
MON0070,-35.93485245,149.5831023,,69,E. pauciflora,23/12/2019,1803,Middle Mountain Rd,NA,Yes,0.7,,,,,,,,,,,,,,
MON0071,-35.93452523,149.5833932,,70,E. viminalis,23/12/2019,1825,Middle Mountain Rd,NA,Yes,0.1,,,,,,,,,,,,,,
MON0072,-35.90027114,149.594692,,71,E. viminalis,23/12/2019,1852,North of Currumbene Creek,NA,Yes,0.2,,,,,,,,,,,,,,
MON0073,-36.4163128,149.2932286,,72,E. pauciflora,23/12/2019,845,Tom Groggin Road - Cooma,NA,Yes,0.4,,,,,,,,,,,,,,
MON0074,-36.40807908,149.2895209,,73,E. rubida,23/12/2019,900,Tom Groggin Road - Cooma,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0075,-36.40377232,149.2866795,,74,E. stellulata,23/12/2019,911,Tom Groggin Road - Cooma,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0076,-36.36186959,149.254285,,75,E. dives,23/12/2019,950,"Tom Groggin Road - ""Emmaville""",NA,Yes,0.5,,,,,,,,,,,,,,
MON0077,-36.37408846,149.2603949,,76,E. pauciflora,23/12/2019,945,Winifred Rd - Tom Groggin Rd junction,NA,Yes,0.3,,,,,,,,,,,,,,
MON0078,-36.35052608,149.245821,,77,E. rubida,23/12/2019,1005,Tom Groggin Road - Gravel Pit - no seed,NA,No,NA,,,,,,,,,,,,,,
MON0079,-36.35026431,149.2459083,,78,E. pauciflora,23/12/2019,1010,Tom Groggin Road - Gravel Pit,NA,Yes,0.2,,,,,,,,,,,,,,
MON0080,-36.34649112,149.2389492,,79,E. pauciflora,23/12/2019,1057,Tom Groggin Road - west of Dangelong Road junction,NA,Yes,0.4,,,,,,,,,,,,,,
MON0081,-34.19412346,149.7424931,,80,E. stellulata,27/12/2019,1510,Bummaroo Ford Campground - Abercrombie Road,NA,Yes,0.1,,,,,,,,,,,,,,
MON0082,-34.19348396,149.7433927,,81,E. dives,27/12/2019,1530,Bummaroo Ford Campground - Abercrombie Road,NA,Yes,0.1,,,,,,,,,,,,,,
MON0083,-34.12887499,149.7697101,,82,E. viminalis,27/12/2019,1600,Mingary Park - 400m south - Abercrombie Rd,NA,Yes,0.2,,,,,,,,,,,,,,
MON0084,-33.69204068,149.8755824,,83,E. stellulata,28/12/2019,800,Hazelgrove Road - Oberon,NA,Yes,0.1,,,,,,,,,,,,,,
MON0085,-33.68979417,149.8752721,,84,E. dalrympleana,28/12/2019,810,Hazelgrove Road - Oberon_2,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0086,-33.68730721,149.8753868,,85,E. radiata,28/12/2019,830,Town View Rd - Hazelgrove,NA,Yes,0.1,,,,,,,,,,,,,,
MON0087,-33.67427335,149.888057,,86,E. dalrympleana,28/12/2019,855,Hazelgrove Rd - Hazelgrove,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0088,-33.67440264,149.8881863,,87,E. radiata,28/12/2019,856,Hazelgrove Rd - Hazelgrove,NA,Yes,0.1,,,,,,,,,,,,,,
MON0089,-33.66226649,149.8970797,,88,E. pauciflora,28/12/2019,902,Hazelgrove Creek - Hazelgrove,NA,Yes,0.2,,,,,,,,,,,,,,
MON0090,-33.65343518,149.8971309,,89,E. stellulata,28/12/2019,915,Meadows Rd - Hazelgrove Rd junction,NA,Yes,0.1,,,,,,,,,,,,,,
MON0091,-33.76979763,149.9023765,,90,E. stellulata,28/12/2019,1013,Burroughs Crossing - Edith,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0092,-33.7695494,149.9026446,,91,E. pauciflora,28/12/2019,1028,Burroughs Crossing - Edith,NA,Yes,0.3,,,,,,,,,,,,,,
MON0093,-33.81872972,149.8657299,,92,E. radiata,28/12/2019,1114,Mozart Rd - Chatham Valley,NA,Yes,0.4,,,,,,,,,,,,,,
MON0094,-33.81990494,149.8633694,,93,E. dives,28/12/2019,1138,Mozart Rd - 192 - Oberon,NA,Yes,0.2,,,,,,,,,,,,,,
MON0097,-33.81942397,149.8428998,,94,E. stellulata,28/12/2019,1150,Mozart Rd - Long Arm Cree,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0095,-33.81920078,149.8650474,,94,E. dalrympleana,28/11/2019,1128,Mozart Road - Chatham Valley,NA,Yes,0.2,,,,,,,,,,,,,,
MON0096,-33.81995779,149.8632372,,95,E. pauciflora,28/12/2019,1148,Mozart Rd - 192 - Oberon,NA,Yes,0.2,,,,,,,,,,,,,,
MON0098,-33.81777704,149.8310188,,97,E. aggregata,28/12/2019,,Fish Rive Creek - Mozart Rd - Oberon.  For WGS,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0099,-33.81648941,149.8215016,,98,E. dalrympleana,28/12/2019,1220,Mozart Road - Oberon_2,NA,Yes,0.2,,,,,,,,,,,,,,
MON0100,-33.81622924,149.819788,,99,E. radiata,28/12/2019,1230,Mozart Road - Oberon_2,NA,Yes,0.2,,,,,,,,,,,,,,
MON0101,-33.81072969,149.7836956,,100,E. stellulata,28/12/2019,1240,Abercrombie Road - Mozart Rd junction south a bit,NA,Yes,0.1,,,,,,,,,,,,,,
MON0102,-33.88080558,149.6574257,,101,E. stellulata,28/12/2019,1325,Campbells River Rd - CR crossing,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0103,-33.92345986,149.5121276,,102,E. dalrympleana,28/12/2019,1432,Thompsons Creek - Burraga Rd,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0104,-33.81204487,149.3267797,,103,E. dives,28/12/2019,,Trunkeys Creek Road from Burraga,NA,Yes,0.1,,,,,,,,,,,,,,
MON0105,-33.72097955,149.5215512,,104,E. viminalis,28/12/2019,1640,Triangle Flat Road_2,NA,Yes,0.2,,,,,,,,,,,,,,
MON0106,-33.75416501,149.4787636,,105,E. stellulata,28/12/2019,1625,Triangle Flat,NA,Yes,0.3,,,,,,,,,,,,,,
MON0107,-33.63677496,149.5544253,,106,E. rubida,28/12/2019,1710,Rockley Road - Fosters Valley,NA,Yes,0.2,,,,,,,,,,,,,,
MON0108,-33.23556821,149.7435209,,107,E. viminalis,29/12/2019,900,2642 Limekilns Road - Limekilns,NA,Yes,0.1,,,,,,,,,,,,,,
MON0109,-33.3770833,149.8637617,,108,E. rubida,29/12/2019,1045,Scotts Creek Road - Sunny Corner Road,NA,Yes,0.1,,,,,,,,,,,,,,
MON0110,-33.30185662,149.8768681,,109,E. viminalis,29/12/2019,1116,Camelot - 998 Dark Corner Road,NA,Yes,0.2,,,,,,,,,,,,,,
MON0111,-33.2931087,149.8762443,,110,E. viminalis,29/12/2019,1130,Wattle Creek Forest Road - Dark Corner - vim hybrid?,NA,Yes,0.1,,,,,,,,,,,,,,
MON0112,-33.22973199,149.8746037,,111,E. viminalis,29/12/2019,1220,Dark Corner Road - hairpin bend  near 2009 DC Road,NA,Yes,,Find sample,,,,,,,,,,,,,
MON0113,-33.21813373,149.8589903,,112,E. viminalis,29/12/2019,1230,Dark Corner Road - Palmers Oaky - 2.9km south of cemetery,NA,Yes,0.1,,,,,,,,,,,,,,
MON0115,-33.2165052,149.8092562,,113,E. dives,29/12/2019,1335,Winburndale Nature Reserve - 300m E of 873 Mount Horrible Road,NA,Yes,0.1,,,,,,,,,,,,,,
MON0114,-33.22013004,149.8375932,,114,E. dives,29/12/2019,1315,Winburndale Nature Reserve - Mt Horrible Road - east entrance,NA,Yes,0.2,,,,,,,,,,,,,,
MON0116,-33.22904128,149.7873704,,115,E. dives,29/12/2019,1355,Mount Horrible Rd - 200m east of 519 entrance.  Species ID not fully certain,NA,Yes,0.3,,,,,,,,,,,,,,
MON0117,-33.22471866,149.7483177,,116,E. rubida,29/12/2019,1445,Red Hill Road - 383 - Paling Yards,NA,Yes,0.1,,,,,,,,,,,,,,
MON0118,-33.1156414,149.7707914,,117,E. rubida,29/12/2019,1517,Upper Turon Road - west of junction with Red Hill Road,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0119,-33.29653535,149.0728031,,118,E. viminalis,30/12/2019,850,Towac Park Racecourse - Orange,NA,Yes,0.1,,,,,,,,,,,,,,
MON0120,-33.29490297,149.0461532,,119,E. viminalis,30/12/2019,925,Feathers Lane - Orange,NA,Yes,0.2,,,,,,,,,,,,,,
MON0121,-33.33872491,149.0014162,,120,E. dives,30/12/2019,1005,Mt Canobolas State Conservation Area - Orange View Lookout,NA,Yes,0.2,,,,,,,,,,,,,,
MON0122,-33.34418112,148.982144,,121,E. pauciflora,30/12/2019,1030,Mount Canobolas summit,NA,Yes,0.3,,,,,,,,,,,,,,
MON0123,-33.34274209,148.9780614,,122,E. canobolensis,30/12/2019,1045,Mount Canobolas - junction of summit road and Towac Way,NA,Yes,0.1,,,,,,,,,,,,,,
MON0124,-33.34359203,148.9773428,,123,E. dalrympleana,30/12/2019,1058,"Towac Way, just below summit road",NA,Yes,0.1,,,,,,,,,,,,,,
MON0125,-33.34893448,148.97966,,124,E. canobolensis,30/12/2019,1120,Towac Way - 100m north of The Walls,NA,Yes,0.1,,,,,,,,,,,,,,
MON0126,-33.35967768,148.9831231,,125,E. dalrympleana,30/12/2019,1135,Towac Way - 300m south of The Walls,NA,Yes,0.1,,,,,,,,,,,,,,
MON0127,-33.36131537,148.9846833,,126,E. canobolensis,30/12/2019,1150,Junction of Glider Trail and Towac Way,NA,Yes,0.1,,,,,,,,,,,,,,
MON0128,-33.36156899,148.984176,,127,E. pauciflora,30/12/2019,1205,Junction of Glider Trail and Towac Way,NA,Yes,0.5,,,,,,,,,,,,,,
MON0129,-33.36399431,148.9985139,,128,E. dalrympleana,30/12/2019,1235,Northern Boundary Fire Trail.,NA,Yes,0.3,,,,,,,,,,,,,,
MON0130,-33.36401132,149.0005988,,129,E. canobolensis,30/12/2019,1258,Fork of Northern Boundary Fire Trail.  Species uncertain - ER/EDal/EC?,NA,Yes,0.1,,,,,,,,,,,,,,
MON0131,-33.36400665,149.0007942,,130,E. pauciflora,30/12/2019,1310,Fork of Northern Boundary Fire Trail,NA,Yes,0.8,,,,,,,,,,,,,,
MON0132,-33.39499375,149.031314,,131,E. dives,30/12/2019,1350,Four Mile Creek Rd - near Giles Rod junction,NA,Yes,0.2,,,,,,,,,,,,,,
MON0133,-33.39501332,149.0314945,,132,E. viminalis,30/12/2019,1355,Four Mile Creek Road - near Giles Road junction,NA,Yes,0.1,,,,,,,,,,,,,,
MON0134,-36.48038732,148.9250242,,133,E. viminalis,07/04/2020,1340,Black Range Rd,NA,Yes,0.3,,,,,,,,,,,,,,
MON0135,-36.47979569,148.9250489,,134,E. pauciflora,07/04/2020,1402,Black Range Rd,NA,Yes,0.6,,,,,,,,,,,,,,
MON0136,-36.46529712,149.0032941,,135,E. viminalis,07/04/2020,1440,"Maffra Rd, Bobundara NR",NA,Yes,0.2,,,,,,,,,,,,,,
MON0137,-36.46446114,149.0033435,,136,E. pauciflora,07/04/2020,1440,"Maffra Rd, Bobundara NR",NA,Yes,0.5,,,,,,,,,,,,,,
MON0138,-36.46420524,149.0030842,,137,E. dives,07/04/2020,1445,"Maffra Rd, Bobundara NR",NA,Yes,0.2,,,,,,,,,,,,,,
MON0139,-36.42348473,149.0189109,,138,E. pauciflora,07/04/2020,1517,Cottage Creek Rd,NA,Yes,1,,,,,,,,,,,,,,
MON0140,-36.42462957,149.012522,,139,E. viminalis,07/04/2020,1526,Cottage Creek Rd,NA,Yes,0.1,,,,,,,,,,,,,,
MON0141,-36.42392789,148.9981191,,140,E. viminalis,07/04/2020,1548,Cottage Creek Rd - lower,NA,Yes,0.1,,,,,,,,,,,,,,
MON0142,-36.42634706,148.8808123,,141,E. pauciflora,07/04/2020,1715,Arable Rd,NA,Yes,0.2,,,,,,,,,,,,,,
MON0143,-36.42855556,148.8776659,,142,E. pauciflora,07/04/2020,1725,Arable Rd - west,NA,Yes,0.2,,,,,,,,,,,,,,
MON0144,-36.42938753,148.8767129,,143,E. viminalis,07/04/2020,1727,Arable Rd. - west,NA,Yes,0.15,,,,,,,,,,,,,,
MON0145,-36.47761931,148.6483776,,144,E. pauciflora,08/04/2020,1206,Snowy River Way,NA,Yes,0.3,,,,,,,,,,,,,,
MON0146,-36.48466473,148.6526646,,145,E. rubida,08/04/2020,,Snowy River Way - WJ Drive,NA,Yes,0.1,,,,,,,,,,,,,,
MON0147,-36.50497401,148.6716166,,146,E. stellulata,08/04/2020,1232,Snowy River Rd - Chongs Road,NA,Yes,0.2,,,,,,,,,,,,,,
MON0148,-36.50977082,148.6786722,,147,E. pauciflora,08/04/2020,1245,Snowy River Way - High Plains Lane,NA,Yes,0.3,,,,,,,,,,,,,,
MON0149,-36.51150731,148.6849669,,148,E. rubida,08/04/2020,1257,Snowy River Way - first Boloco sign,NA,Yes,0.1,,,,,,,,,,,,,,
MON0150,-36.51980987,148.6988769,,149,E. stellulata,08/04/2020,1313,Snowy River Way - Beloka Hill - top bend,NA,Yes,0.5,,,,,,,,,,,,,,
MON0151,-36.53222754,148.6937217,,150,E. dives,08/04/2020,1322,Snowy River Way - Beloka Hill,NA,Yes,0.3,,,,,,,,,,,,,,
MON0152,-36.53262549,148.693577,,151,E. rubida,08/04/2020,1331,Snowy River Way - Beloka Hill,NA,Yes,0.1,,,,,,,,,,,,,,
MON0153,-36.53732846,148.6969052,,152,E. dives,08/04/2020,1353,Snowy River Way - Beloka Hill - bottom,NA,Yes,0.2,,,,,,,,,,,,,,
MON0154,-36.53737338,148.6970733,,153,E. rubida,08/04/2020,1358,Snowy River Way - Beloka hill - bottom,NA,Yes,0.1,,,,,,,,,,,,,,
MON0155,-36.55447435,148.7605619,,154,E. pauciflora,08/04/2020,1513,Maranumbla Rd - Creek 1,NA,Yes,0.4,,,,,,,,,,,,,,
MON0156,-36.56790468,148.7807903,,155,E. viminalis,08/04/2020,1529,Maranumbla Rd - Creek 2,NA,Yes,0.1,,,,,,,,,,,,,,
MON0157,-36.5687713,148.7812046,,156,E. pauciflora,08/04/2020,1539,Maranumbla Rd - Creek 2,NA,Yes,0.8,,,,,,,,,,,,,,
MON0158,-36.39595258,148.8084397,,157,E. pauciflora,08/04/2020,1650,Rockwell Rd - Wolfram Rd,NA,Yes,0.3,,,,,,,,,,,,,,
MON0159,-36.26327619,149.1307591,,158,E. viminalis,09/04/2020,1555,Maffra Rd - Church Rd,NA,Yes,0.2,,,,,,,,,,,,,,
MON0160,-36.27247457,149.1184783,,159,E. pauciflora,09/04/2020,1610,Maffra Rd,NA,Yes,0.5,,,,,,,,,,,,,,
MON0161,-36.43954912,149.0303975,,160,E. pauciflora,09/04/2020,1635,Maffra Rd,NA,Yes,NA,,,,,,,,,,,,,,
MON0162,-36.41450034,148.8929435,,161,E. pauciflora,09/04/2020,1718,Arable Rd,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0163,-36.42082948,148.8892315,,162,E. viminalis,09/04/2020,1740,Arable Rd,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0164,-36.55156296,148.7150269,,163,E. stellulata,16/04/2020,1135,Paupong Road - Beloka,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0165,-36.55583629,148.7113523,,164,E. rubida,16/04/2020,1155,Paupong Road - Beloka 1,NA,Yes,<0.1,,,,,,,,,,,,,,
MON0166,-36.55586292,148.7111659,,165,E. dives,16/04/2020,1200,Paupong Rd - Beloka 2,NA,Yes,0.5,,,,,,,,,,,,,,
MON0167,-36.55587801,148.7110488,,166,E. pauciflora,16/04/2020,1205,Paupong Rd - Beloka 3,NA,Yes,0.5,,,,,,,,,,,,,,
MON0168,-36.6109271,148.6851501,,167,E. pauciflora,16/04/2020,1230,Paupong Rd - Paupong,NA,Yes,0.1,,,,,,,,,,,,,,
MON0169,-36.61889395,148.6885187,,168,E. rubida,16/04/2020,1254,Paupong Road - Paupong 2,NA,Yes,0.1,,,,,,,,,,,,,,
MON0170,-36.61932794,148.6886323,,169,E. viminalis,16/04/2020,1257,Paupong Road - Paupong 3,NA,Yes,0.1,,,,,,,,,,,,,,
MON0171,-36.63246136,148.6883017,,170,E. dives,16/04/2020,1328,Paupong Road - Paupong 4,NA,Yes,0.3,,,,,,,,,,,,,,
MON0172,-36.6183422,148.8182653,,171,E. pauciflora,16/04/2020,1441,"Jimenbuen Road, Numbla Vale",NA,Yes,0.5,,,,,,,,,,,,,,
MON0173,-36.69949811,148.8919486,,172,E. pauciflora,16/04/2020,1604,Matong Road - Jimenbuen,NA,Yes,0.5,,,,,,,,,,,,,,
MON0174,-36.58880841,148.8291819,,173,E. pauciflora,16/04/2020,1721,Jimenbuen Road - Numbla Vale 2,NA,Yes,0.2,,,,,,,,,,,,,,
MON0175,-36.53326556,148.9772613,,174,E. viminalis,25/04/2020,1255,Snowy River Way - Maffra Rd,NA,Yes,0.2,,,,,,,,,,,,,,
MON0176,-36.56437448,148.9682378,,175,E. bridgesiana,25/04/2020,1316,Ironmungie Nature Reserve,NA,Yes,0.3,,,,,,,,,,,,,,
MON0177,-36.57796654,148.9526129,,176,E. bridgesiana,25/04/2020,1342,Ironmungie Rd,NA,Yes,0.2,,,,,,,,,,,,,,
